ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 visible","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 visible","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 visible","Attribute 10 global","Attribute 11 name","Attribute 11 value(s)","Attribute 11 visible","Attribute 11 global","Attribute 12 name","Attribute 12 value(s)","Attribute 12 visible","Attribute 12 global","Attribute 13 name","Attribute 13 value(s)","Attribute 13 visible","Attribute 13 global","Attribute 14 name","Attribute 14 value(s)","Attribute 14 visible","Attribute 14 global","Attribute 15 name","Attribute 15 value(s)","Attribute 15 visible","Attribute 15 global","Attribute 16 name","Attribute 16 value(s)","Attribute 16 visible","Attribute 16 global","Attribute 17 name","Attribute 17 value(s)","Attribute 17 visible","Attribute 17 global","Attribute 18 name","Attribute 18 value(s)","Attribute 18 visible","Attribute 18 global","Attribute 19 name","Attribute 19 value(s)","Attribute 19 visible","Attribute 19 global"
29492,simple,AB2588,,"Titanium 24""L x 3""W x 6""H Andoe Basket AB2588",1,0,visible,,"Titanium 24""L x 3""W x 6""H Andoe Basket AB2588",,,taxable,,0,0,,0,0,3,,,,0,,,80,"Anode Baskets",,,"https://lanco-corp.com/wp-content/uploads/2023/10/AB2588-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/AB2588a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/AB2588d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/AB2588c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/AB2588b-scaled.jpg",,,,,,,,,1017,,"New / Used",Used,1,1,inventory,AB2588,1,1,material,Titanium,1,1,size,"3"" x 6""",1,1,hook-length,"4""",1,1,Length,24,1,1,hook-style,"Double Knife Edge",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29493,simple,AB2589,,"Titanium 32""L x 3""W x 6""H Anode Basket AB2589",1,0,visible,,"Titanium 32""L x 3""W x 6""H Anode Basket AB2589",,,taxable,,0,0,,0,0,2,,,,0,,,85,"Anode Baskets",,,"https://lanco-corp.com/wp-content/uploads/2023/10/AB2589-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/AB2589a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/AB2589e-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/AB2589d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/AB2589c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/AB2589b-scaled.jpg",,,,,,,,,1224,,"New / Used",Used,1,1,inventory,AB2589,1,1,material,Titanium,1,1,size,"3"" x 6""",1,1,hook-length,"3""",1,1,Length,32,1,1,hook-style,"Double Knife Edge",1,1,"Stock Location",N28A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29511,simple,AB2590,,"Titanium 18""L x 2.5""W x 6""H Andoe Basket AB2590",1,0,visible,,"Titanium 18""L x 2.5""W x 6""H Andoe Basket AB2590",,,taxable,,0,0,,0,0,2,,,,0,,,50,"Anode Baskets",,,,,,,,,,,,1010,,"New / Used",Used,1,1,inventory,AB2590,1,1,material,Titanium,1,1,size,"2.5""x 6""",1,1,hook-length,"4""",1,1,Length,18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515,simple,LE2118CN,,"Varian Model SPECTRAA 55B Atomic Absorbtion Spectrophotometer LE2118CN",1,0,visible,"Stand Alone Double Beam AA Spectrometer.  LCD Screen.  Multi Language Support.  Easy set up.  Cookbook and Custom Methods.  Background correction.  Corrosion resistant components.  Blockage resistant Mark 7 burner.  Ships from zip code 60641.","Varian Model SPECTRAA 55B Atomic Absorbtion Spectrophotometer LE2118CN",,,taxable,,0,0,,0,0,80,,,,0,,,7500,"Lab Equipment",,,"https://lanco-corp.com/wp-content/uploads/2023/10/LE2118CN.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/LE2118CNa.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/LE2118CNd.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/LE2118CNc.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/LE2118CNb.jpg",,,,,,,,,735,,"New / Used",Used,1,1,serial-num,EL07093650,1,1,"Stock Location",60641,1,1,inventory,LE2118CN,1,1,Manufacturer,Varian,1,1,description,Spectrophotometer,1,1,model,"SPECTRAA 55B",1,1,Type,"Atomic Absorbtion",1,1,dimensions,"24""L x 36""W x 24""H",1,1,Volts,110,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29521,simple,SD2891,,"Auto Technology 23"" x 18"" Drop Bottom Spin Dryer Basket SD2891",1,0,visible,"Steel Construction. .0625 Perf. Drop Bottom","<p>Auto Technology 23"" x 18"" Drop Bottom Spin Dryer Basket SD2891</p>",,,taxable,,0,0,,0,0,112,,,,0,,,950,"Spin Dryers",,,"https://lanco-corp.com/wp-content/uploads/2023/10/SD2891-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SD2891c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SD2891b-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SD2891a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SD2891-scaled.jpg",,,,,,,,,5861,,"New / Used",Used,1,1,inventory,SD2891,1,1,Manufacturer,"Auto Technology",1,1,"Tested By",DB,1,1,"Basket Size","23"" x 18""",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29522,simple,SD2892,,"Auto Technology 23"" x 18"" Drop Bottom Spin Dryer Basket SD2892",1,0,visible,"Steel Construction. .0625 Perf. Drop Bottom","<p>Auto Technology 23"" x 18"" Drop Bottom Spin Dryer Basket SD2892</p>",,,taxable,,0,0,,0,0,108,,,,0,,,950,"Spin Dryers",,,"https://lanco-corp.com/wp-content/uploads/2023/10/SD2892-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SD2892a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SD2892c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SD2892b-scaled.jpg",,,,,,,,,5862,,"New / Used",Used,1,1,inventory,SD2892,1,1,Manufacturer,"Auto Technology",1,1,"Tested By",DB,1,1,"Basket Size","23"" x 18""",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29627,simple,MH2339,,"Hobart Battery Charger MH2339",1,1,visible,"Battery Type: 1A. Single phase.","Hobart Battery Charger MH2339",,,taxable,,1,1,,0,0,9999,,,,0,,,825,"Material Handling",,,"https://lanco-corp.com/wp-content/uploads/2023/10/MH2339.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/MH2339a.jpg",,,,,,,,,889,,"New / Used",Used,1,1,dimensions,"20""L x 21""W x 33""H",1,1,inventory,MH2339,1,1,Manufacturer,Hobart,1,1,model,1R6-830,1,1,Type,"Battery Charger",1,1,Volts,208-230/460,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29628,simple,MH2340,,"Stanbury Electrical HF Solid State Battery Charger MH2340",1,1,visible,"Input Amps: 6.5. Output Amps: 150.","Stanbury Electrical HF Solid State Battery Charger MH2340",,,taxable,,1,1,,0,0,9999,,,,0,,,475,"Material Handling",,,"https://lanco-corp.com/wp-content/uploads/2023/10/MH2340.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/MH2340a.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/MH2340b.jpg",,,,,,,,,892,,"New / Used",Used,1,1,dimensions,"15""L x 20""W x 23""H",1,1,inventory,MH2340,1,1,Manufacturer,"Stanbury Electrical",1,1,model,"PE1 12/5",1,1,Type,"Battery Charger",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29629,simple,CT2824,,"650 Gallon Poly Tank CT2824",1,0,visible,"18"" Opening at Top with Lid. 3"" Port at Top.","650 Gallon Poly Tank CT2824",,,taxable,,0,0,,0,0,9999,,,,0,,,400,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2023/10/CT2824.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2824a.jpg",,,,,,,,,4203,,inventory,CT2824,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,9999,1,1,diameter,52,1,1,depth,105,1,1,Gallons,650,1,1,design,"Flat Bottom/Dome Top",1,1,outlet,"2""",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29630,simple,CT2825,,"1622 Gallon Fiberglass Round Tank CT2825",1,1,visible,"Estimated weight is 600 lbs. Includes mixer mount.","1622 Gallon Fiberglass Round Tank CT2825",,,taxable,,1,1,,0,0,9999,,,,0,,,2250,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2023/10/CT2825-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2825a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2825d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2825c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2825b-scaled.jpg",,,,,,,,,4249,,inventory,CT2825,1,1,material,Fiberglass,1,1,"New / Used",Used,1,1,weight,9999,1,1,diameter,71,1,1,depth,96,1,1,Gallons,1622,1,1,design,"Open Top/Flat Bottom",1,1,outlet,"4"" at 10"" From Top",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29631,simple,CT2823,,"310 Gallon Poly Round Tank CT2823",1,1,visible,"Stand with fork pockets.","310 Gallon Poly Round Tank CT2823",,,taxable,,0,0,,0,0,9999,,,,0,,,550,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2023/10/CT2823-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2823a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2823c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2823b-scaled.jpg",,,,,,,,,4114,,"New / Used",Used,1,1,depth,74,1,1,design,CB/DT,1,1,diameter,42,1,1,Gallons,310,1,1,inventory,CT2823,1,1,material,Poly,1,1,outlet,"1.5"" at bottom",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29632,simple,CT2820,,"310 Gallon Poly Round Tank CT2820",1,1,visible,,"310 Gallon Poly Round Tank CT2820",,,taxable,,0,0,,0,0,9999,,,,0,,,550,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2023/10/CT2820-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2820a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2820c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2820b-scaled.jpg",,,,,,,,,4116,,"New / Used",Used,1,1,depth,74,1,1,design,CB/DT,1,1,diameter,42,1,1,Gallons,310,1,1,inventory,CT2820,1,1,material,Poly,1,1,outlet,"1.5"" at bottom",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29633,simple,CT2821,,"310 Gallon Poly Round Tank CT2821",1,1,visible,,"310 Gallon Poly Round Tank CT2821",,,taxable,,0,0,,0,0,9999,,,,0,,,550,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2023/10/CT2821-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2821a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2821d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2821c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2821b-scaled.jpg",,,,,,,,,4134,,"New / Used",Used,1,1,depth,74,1,1,design,CB/DT,1,1,diameter,42,1,1,Gallons,310,1,1,inventory,CT2821,1,1,material,Poly,1,1,outlet,"1.5"" at bottom",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29634,simple,CT2822,,"310 Gallon Poly Round Tank CT2822",1,1,visible,,"310 Gallon Poly Round Tank CT2822",,,taxable,,1,1,,0,0,9999,,,,0,,,550,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2023/10/CT2822-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2822a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2822c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/CT2822b-scaled.jpg",,,,,,,,,4115,,"New / Used",Used,1,1,depth,74,1,1,design,CB/DT,1,1,diameter,42,1,1,Gallons,310,1,1,inventory,CT2822,1,1,material,Poly,1,1,outlet,"1.5"" at bottom",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29751,simple,SS2727,,"Harshaw Model 22 Salt Spray SS2727",1,0,visible,"Sold As-Is.  Has dispersion tower, tanks and stand.  Digital controls.","Harshaw Model 22 Salt Spray SS2727",,,taxable,,0,0,,0,0,1080,,,,0,,,5500,"Salt Sprays",,,"https://lanco-corp.com/wp-content/uploads/2023/10/SS2727-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SS2727a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SS2727j-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SS2727h-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SS2727g-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SS2727f-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SS2727e-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SS2727d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SS2727c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/SS2727b-scaled.jpg",,,,,,,,,2051,,"New / Used",Used,1,1,inventory,SS2727,1,1,Manufacturer,Harshaw,1,1,model,22,1,1,"Cubic Feet","30 Cu'",1,1,Volts,460,1,1,phase,3,1,1,inner-dimension,"45""L x 30""W x 39""H",1,1,outer-dimension,"62""L x 42""W x 62""H",1,1,"Cubic Feet Range","20.5 + Cubic Feet",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29773,simple,MX2770,,"Philadelphia Style .50 HP Mixer MX2770",1,0,visible,"Triple Worm Gear Reduction.  56C Frame. Motor.  RPM:  1765.  1 Revolution in 4 Mintues.  Tested.","Philadelphia Style .50 HP Mixer MX2770",,,taxable,,0,0,,0,0,9999,,,,0,,,2350,Mixers,,,"https://lanco-corp.com/wp-content/uploads/2023/10/MX2770-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/MX2770d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/MX2770c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/MX2770b-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/MX2770a-scaled.jpg",,,,,,,,,960,,"New / Used",Used,1,1,inventory,MX2770,1,1,Manufacturer,Philadelphia,1,1,hp,0.50,1,1,rpm,1765,1,1,"Shaft Length",2,1,1,prop,No,1,1,drive,Gear,1,1,clamp,No,1,1,Volts,230/460,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29779,simple,FP2531,,"Waterlink 12 Cu' Air/Hydraulic Filter Press FP2531",1,0,visible,"New Pump and Cylinder.  PVC Plumbing.  108"" Between the Legs. New filter cloths can be added for additional costs.  Tested.","<table>\n<tbody>\n<tr>\n<td>Waterlink 12 Cu' Air/Hydraulic Filter Press FP2531</td>\n</tr>\n</tbody>\n</table>",,,taxable,,0,0,,0,0,9999,,,,0,,,29750,"Filter Presses",,,,,,,,,,,,2613,,"New / Used",Used,1,1,inventory,FP2531,1,1,Manufacturer,Waterlink,1,1,model-nbr,F3420,1,1,"Cubic Feet","12 Cu'",1,1,number-plates,23,1,1,"Plate Size","800 mm",1,1,"Gasketed / Non-Gasketed",Gasketed,1,1,Style,"Air Over Hydraulic",1,1,serial-num,00-12/18AHD,1,1,"Tested By",DB,1,1,oad,"160""L x 48""W x 89""H",1,1,plate-shifter,Yes,1,1,description,"Used Filter Press",1,1,"Cubic Feet Range","10.5-15 Cubic Feet",0,1,,,,,,,,,,,,,,,,
29780,simple,F2573,,"Hendor 800 GPH Horizontal Disc Filter F2573",1,0,visible,"Freight Only. 85 lbs.","Hendor 800 GPH Horizontal Disc Filter F2573",,,taxable,,0,0,,0,0,9999,,,,0,,,1950,Filters,,,"https://lanco-corp.com/wp-content/uploads/2023/10/F2573-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2573a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2573e-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2573d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2573c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2573b-scaled.jpg",,,,,,,,,1141,,"New / Used",Used,1,1,inventory,F2573,1,1,Manufacturer,Hendor,1,1,model-nbr,"Series 1",1,1,number-plates,37,1,1,"Tested By",RV,1,1,style,"Horizontal Disc",1,1,GPH,800,1,1,size,"5""",1,1,dimensions,"16""L x 18""W x 42""H",1,1,hp,0.33,1,1,Volts,110,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29787,simple,F2574,,"Mefiag 3500 GPH Horizontal Disc Filter F2574",1,0,visible,"Polypro Construction.PVC Plumbing.  32 Sq. Ft. Filtration Surface Area.  1"" Inlet.  1.50"" Outlet.  PSI Gauge.  Tested.","Mefiag 3500 GPH Horizontal Disc Filter F2574\n\nhttps://www.youtube.com/watch?v=blXceygbFt4",,,taxable,,0,0,,0,0,9999,,,,0,,,8750,Filters,,,"https://lanco-corp.com/wp-content/uploads/2023/10/F2574-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2574a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2574h-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2574g-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2574f-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2574e-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2574d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2574c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2574b-scaled.jpg",,,,,,,,,4676,,"New / Used",Used,1,1,inventory,F2574,1,1,Manufacturer,Mefiag,1,1,model-nbr,3500-PPQ-SY,1,1,style,"Horizontal Disc",1,1,GPH,3500,1,1,size,"12""",1,1,dimensions,"42""L x 22""W x 51""H",1,1,"Tested By",DB,1,1,hp,2,1,1,Volts,230/460,1,1,number-plates,48,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29797,simple,F2575,,"Mefiag 3500 GPH Horizontal Disc Filter F2575",1,0,visible,"32 Sq. Ft. Filtration Area.  Mag Drive Pump, PSI Gauge, Polypro Construction, Tested.","Mefiag 3500 GPH Horizontal Disc Filter F2575\n\nhttps://www.youtube.com/watch?v=SVrz1LYsPGI",,,taxable,,0,0,,0,0,9999,,,,0,,,8750,Filters,,,"https://lanco-corp.com/wp-content/uploads/2023/10/F2575-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2575a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2575e-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2575c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2575b-scaled.jpg",,,,,,,,,4677,,"New / Used",Used,1,1,inventory,F2575,1,1,Manufacturer,Mefiag,1,1,model-nbr,3500-PPQ-SY,1,1,style,"Horizontal Disc",1,1,GPH,3500,1,1,size,"12""",1,1,dimensions,"51""L x 20""W x 54""H",1,1,"Tested By",DB,1,1,hp,2,1,1,Volts,460,1,1,number-plates,45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29798,simple,F2576,,"Hendor 1100 GPH Horizontal Disc Filter F2576",1,0,visible,"Magdrive Pump.  Pressure Gauge.  On/Off.  Tested.","Hendor 1100 GPH Horizontal Disc Filter F2576",,,taxable,,0,0,,0,0,9999,,,,0,,,4150,Filters,,,"https://lanco-corp.com/wp-content/uploads/2023/10/F2576-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2576a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2576j-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2576h-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2576g-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2576f-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2576e-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2576d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2576c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/F2576b-scaled.jpg",,,,,,,,,1147,,"New / Used",Used,1,1,inventory,F2576,1,1,Manufacturer,Hendor,1,1,model-nbr,M110-72A-PS-PP,1,1,style,"Horizontal Disc",1,1,GPH,1100,1,1,size,"8""",1,1,dimensions,"34""L x 28""W x 48""H",1,1,"Tested By",DB,1,1,hp,0.33,1,1,Volts,240/480,1,1,number-plates,58,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29809,simple,DP2994,,"Versa-Matic Stainless Steel 1.50"" Inlet 1.50"" Outlet  Diaphragm Pump DP2994",1,0,visible,Tested,"Versa-Matic Stainless Steel 1.50"" Inlet 1.50"" Outlet  Diaphragm Pump DP2994",,,taxable,,0,0,,0,0,90,,,,0,,,1200,"Pumps - Diaphragm",,,"https://lanco-corp.com/wp-content/uploads/2023/10/DP2994-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/DP2994e-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/DP2994d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/DP2994c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/DP2994b-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/DP2994a-scaled.jpg",,,,,,,,,2034,,"New / Used",Used,1,1,inventory,DP2994,1,1,Manufacturer,Versa-Matic,1,1,model-nbr,V4,1,1,inlet-inches,1.50,1,1,outlet-inches,1.50,1,1,material,"Stainless Steel",1,1,GPM,70,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29816,simple,RT2285,,"475 Gallon Poly Rectangular Tank RT2285",1,0,visible,"Dual Support Bands.  OAD:  100""L x 30""W x 48""H.","475 Gallon Poly Rectangular Tank RT2285",,,taxable,,0,0,,0,0,9999,,,,0,,,900,"Tanks - Rectangular",,,,,,,,,,,,5423,,"New / Used",Used,1,1,inventory,RT2285,1,1,material,Poly,1,1,Gallons,475,1,1,height,48,1,1,length,96,1,1,width,24,1,1,drive,No,1,1,v-blocks,No,1,1,stations,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29828,simple,MH2341,,"Titan-Style Chain Roller Conveyor MH2341",1,1,visible,"28""W x 30""L. Heavy Duty Sleeved Roller Conveyor.","<table>\n<tbody>\n<tr>\n<td>Titan-Style Chain Roller Conveyor MH2341</td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,1,,0,0,9999,,,,0,,,375,"Material Handling",,,"https://lanco-corp.com/wp-content/uploads/2023/10/MH2341.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/MH2341c.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/MH2341b.jpg, https://lanco-corp.com/wp-content/uploads/2023/10/MH2341a.jpg",,,,,,,,,48,,inventory,MH2341,1,1,Manufacturer,Titan-Style,1,1,hp,1,1,1,Volts,208-230/460,1,1,"New / Used",Used,1,1,weight,0,1,1,Type,"Live Chain Roller Conveyor",1,1,dimensions,"41:L x 32""W x 47""H",1,1,on-hand,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29874,simple,M3939,,"Suntec Model A2VA-7116 Hydraulic Pump M3939",1,1,visible,"13.5 gallon holding tank. Castrol Lubecon Series 1/M.  3 GPH, 100 PSI, 3450 RPM, using lighter fuel. 26 GPM, 150-200 PSI using #2 Fuel.  PSI Gauge.   Shipping Dimensions are 24""L x 24""W x 38""H.","Suntec Model A2VA-7116 Hydraulic Pump M3939",,,taxable,,1,1,,0,0,151,,,,0,,,400,"Miscellaneous Equipment",,,"https://lanco-corp.com/wp-content/uploads/2023/11/M3939-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/11/M3939a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/11/M3939e-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/11/M3939d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/11/M3939c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2023/11/M3939b-scaled.jpg",,,,,,,,,3777,,inventory,M3939,1,1,Manufacturer,Suntec,1,1,model,A2VA-7116,1,1,hp,.0625,1,1,Volts,120,1,1,"New / Used",Used,1,1,"Stock Location",E4C,1,1,weight,151,1,1,style,Horizontal,1,1,dimensions,"15""L x 13""W x 32""H",1,1,Amps,1.5,1,1,on-hand,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
